0,0.0
1,0.0
2,24.1
3,36.8
4,50.6
5,45.4
6,45.5
7,50.1
8,49.6
9,51.0
10,46.6
11,48.0
12,51.5
13,48.0
14,48.0
15,47.1
16,48.9
17,48.1
18,47.5
19,49.8
20,49.8
21,51.3
22,48.9
23,47.3
24,48.0
25,48.9
26,49.5
27,48.6
28,48.4
29,46.8
30,48.2
31,48.5
32,44.8
33,47.0
34,47.5
35,49.9
36,46.3
37,48.5
38,46.8
39,51.6
40,48.8
41,47.8
42,47.3
43,50.0
44,49.4
45,48.7
46,47.9
47,48.4
48,46.5
49,50.3
50,49.2
51,53.4
52,60.9
53,58.7
54,59.9
55,62.2
56,60.2
57,53.9
58,48.5
59,48.3
60,49.6
61,51.8
62,48.8
63,49.9
64,45.1
65,48.0
66,46.8
67,47.3
68,48.9
69,50.5
70,48.9
71,49.8
72,48.9
73,46.1
74,47.7
75,47.3
76,49.6
77,47.9
78,45.9
79,49.5
80,46.7
81,51.0
82,48.8
83,47.6
84,49.2
85,48.1
86,47.5
87,50.2
88,48.8
89,49.7
90,46.5
91,48.2
92,48.0
93,48.7
94,49.5
95,48.8
96,46.1
97,49.7
98,49.9
99,47.0
100,47.5
101,46.3
102,47.4
103,50.8
104,46.7
105,47.8
106,48.7
107,45.7
108,46.1
109,47.2
110,46.9
111,50.4
112,47.1
113,48.4
114,44.3
115,49.6
116,48.0
117,46.9
118,49.1
119,47.4
120,48.6
121,49.9
122,47.6
123,48.3
124,49.5
125,47.0
126,46.8
127,49.6
128,49.9
129,49.3
130,49.2
131,50.6
132,48.2
133,47.7
134,47.9
135,48.6
136,48.8
137,47.2
138,46.8
139,48.7
140,46.7
141,49.0
142,48.7
143,50.6
144,49.3
145,48.4
146,45.1
147,48.2
148,46.8
149,47.0
150,48.0
151,46.6
152,53.0
153,47.4
154,48.8
155,47.1
156,48.6
157,48.7
158,47.4
159,49.9
160,51.6
161,45.0
162,45.6
163,47.3
164,48.7
165,46.8
166,48.9
167,46.5
168,48.5
169,49.1
170,49.0
171,49.0
172,51.0
173,45.9
174,49.3
175,49.3
176,48.9
177,47.3
178,46.6
179,47.7
180,48.3
181,49.3
182,51.3
183,50.4
184,51.5
185,47.6
186,48.6
187,46.2
188,48.0
189,47.8
190,49.6
191,45.9
192,49.5
193,47.8
194,47.4
195,48.4
196,49.6
197,47.3
198,49.2
199,46.3
200,49.1
201,45.8
202,49.2
203,46.2
204,49.5
205,49.3
206,49.9
207,46.5
208,47.1
209,44.2
210,47.8
211,46.9
212,48.1
213,48.3
214,51.1
215,48.0
216,50.0
217,37.6
218,25.2
219,13.1
220,8.6
221,1.6
222,6.6
223,8.9
224,13.9
