0,100.0
1,100.0
2,28.0
3,25.1
4,26.6
5,24.9
6,26.9
7,25.7
8,27.5
9,25.8
10,26.4
11,25.9
12,27.0
13,26.3
14,26.5
15,24.6
16,26.3
17,24.9
18,28.9
19,25.1
20,27.9
21,24.3
22,25.9
23,24.3
24,26.9
25,24.6
26,26.7
27,24.9
28,29.2
29,26.0
30,26.8
31,26.2
32,26.4
33,27.0
34,26.8
35,25.2
36,26.7
37,24.9
38,28.0
39,25.9
40,25.1
41,27.3
42,25.3
43,28.3
44,25.0
45,24.9
46,26.4
47,26.1
48,26.5
49,25.1
50,26.6
51,24.6
52,25.5
53,26.6
54,27.9
55,26.2
56,24.6
57,26.4
58,26.8
59,26.4
60,25.8
61,26.3
62,25.1
63,27.8
64,24.1
65,26.0
66,25.9
67,25.7
68,26.1
69,26.1
70,25.8
71,25.9
72,24.6
73,27.0
74,25.6
75,24.9
76,26.6
77,26.2
78,28.9
79,25.4
80,26.0
81,26.2
82,26.0
83,27.2
84,26.0
85,25.5
86,25.2
87,25.5
88,27.2
89,26.8
90,25.8
91,25.1
92,25.6
93,25.5
94,25.9
95,25.7
96,25.9
97,24.8
98,25.8
99,26.8
100,24.8
101,26.1
102,25.4
103,27.9
104,26.4
105,25.3
106,24.8
107,24.9
108,26.5
109,27.7
110,23.9
111,27.6
112,27.6
113,26.9
114,25.8
115,25.7
116,25.4
117,25.9
118,28.4
119,27.6
120,25.8
121,27.0
122,24.5
123,27.0
124,25.1
125,26.6
126,24.6
127,25.5
128,26.2
129,28.0
130,25.2
131,26.2
132,25.5
133,27.4
134,24.6
135,27.2
136,25.4
137,25.1
138,26.7
139,26.1
140,25.3
141,24.4
142,26.0
143,26.8
144,26.5
145,25.3
146,24.0
147,27.0
148,8.9
149,6.8
150,1.1
151,5.5
152,2.2
153,7.6
154,4.9
155,5.6
156,1.6
157,6.7
