0,0.0
1,0.0
2,22.0
3,13.3
4,14.7
5,13.2
6,14.0
7,14.6
8,15.6
9,15.0
10,15.8
11,13.8
12,14.0
13,14.5
14,14.2
15,13.7
16,13.8
17,13.6
18,14.0
19,16.9
20,21.6
21,28.0
22,27.3
23,27.7
24,28.0
25,21.7
26,14.4
27,14.2
28,14.5
29,15.0
30,13.5
31,13.4
32,14.7
33,15.2
34,13.0
35,14.9
36,12.4
37,15.9
38,13.4
39,14.7
40,14.2
41,14.8
42,13.9
43,14.6
44,12.9
45,15.6
46,13.3
47,13.5
48,15.0
49,14.2
50,13.9
51,14.1
52,13.9
53,15.3
54,12.9
55,15.3
56,14.5
57,13.1
58,14.0
59,15.5
60,12.9
61,14.4
62,13.8
63,14.4
64,13.9
65,13.8
66,14.6
67,15.0
68,13.5
69,16.4
70,13.2
71,15.3
72,14.5
73,15.0
74,14.0
75,14.5
76,14.0
77,13.2
78,13.9
79,14.5
80,14.8
81,13.9
82,14.6
83,15.4
84,14.2
85,13.5
86,13.1
87,14.0
88,14.7
89,13.1
90,14.7
91,13.7
92,18.4
93,28.0
94,12.5
95,14.5
96,14.0
97,14.2
98,14.0
99,13.6
100,16.0
101,13.8
102,14.4
103,14.2
104,13.4
105,13.6
106,14.5
107,15.3
108,15.0
109,13.8
110,14.9
111,13.1
112,14.9
113,16.2
114,13.8
115,15.4
116,14.5
117,14.7
118,15.8
119,14.4
120,15.1
121,14.2
122,14.2
123,14.8
124,13.6
125,14.1
126,14.4
127,18.0
128,13.8
129,15.2
130,15.3
131,13.0
132,14.5
133,14.9
134,13.4
135,14.5
136,14.1
137,14.0
138,15.9
139,14.4
140,7.4
141,2.4
142,6.3
143,7.7
144,4.9
145,3.6
146,3.0
147,3.6
148,5.5
149,6.4
150,12.9
