0,0.0
1,0.0
2,27.4
3,29.5
4,25.8
5,26.2
6,27.7
7,24.5
8,28.8
9,25.2
10,25.9
11,34.0
12,39.8
13,39.0
14,38.7
15,37.7
16,37.8
17,25.8
18,26.1
19,26.4
20,26.6
21,24.7
22,27.7
23,24.8
24,25.9
25,24.6
26,27.4
27,24.3
28,26.6
29,27.0
30,26.7
31,24.8
32,26.8
33,26.2
34,26.2
35,24.0
36,26.3
37,25.3
38,27.5
39,26.1
40,27.3
41,24.6
42,25.7
43,27.2
44,25.7
45,25.4
46,26.4
47,26.9
48,26.4
49,29.0
50,25.4
51,24.9
52,25.5
53,26.0
54,27.3
55,25.3
56,25.7
57,27.8
58,26.6
59,26.7
60,28.0
61,24.8
62,26.9
63,27.6
64,24.7
65,27.3
66,26.7
67,26.4
68,25.2
69,27.4
70,25.4
71,25.4
72,25.4
73,26.7
74,25.7
75,25.7
76,26.4
77,26.2
78,26.2
79,27.5
80,24.8
81,26.2
82,26.8
83,26.6
84,26.0
85,26.5
86,24.7
87,24.2
88,27.2
89,28.5
90,25.5
91,26.5
92,25.3
93,26.3
94,24.5
95,25.1
96,26.5
97,25.5
98,24.9
99,27.7
100,24.4
101,27.5
102,24.3
103,28.3
104,23.9
105,27.6
106,25.7
107,27.5
108,25.4
109,27.7
110,25.6
111,26.8
112,24.9
113,26.8
114,26.1
115,25.2
116,24.8
117,26.9
118,26.1
119,26.7
120,26.0
121,27.3
122,24.2
123,27.1
124,25.7
125,27.9
126,25.9
127,27.1
128,26.5
129,27.3
130,28.0
131,27.2
132,25.4
133,27.6
134,25.4
135,28.5
136,24.3
137,26.7
138,24.8
139,27.1
140,26.6
141,27.0
142,25.0
143,26.5
144,26.1
145,26.0
146,25.3
147,25.7
148,26.4
149,25.7
150,27.3
151,25.9
152,26.6
153,27.0
154,25.5
155,26.4
156,24.8
157,26.3
158,25.0
159,27.0
160,26.6
161,25.8
162,25.1
163,26.4
164,26.0
165,27.5
166,24.8
167,24.8
168,25.6
169,26.3
170,26.9
171,26.5
172,26.0
173,27.2
174,23.1
175,26.3
176,26.3
177,27.1
178,25.5
179,26.2
180,27.3
181,25.6
182,25.1
183,25.9
184,25.6
185,25.6
186,28.9
187,25.2
188,26.2
189,16.1
190,2.9
191,6.0
192,3.4
193,7.2
194,0.7
195,7.8
196,4.0
197,9.0
198,6.4
199,8.7
200,12.6
201,9.4
