0,0.0
1,0.0
2,23.0
3,25.9
4,26.3
5,25.6
6,26.7
7,26.7
8,26.0
9,26.2
10,26.9
11,25.2
12,27.6
13,26.2
14,25.9
15,25.5
16,24.6
17,26.1
18,26.7
19,26.8
20,25.9
21,25.8
22,25.9
23,24.7
24,26.1
25,23.6
26,25.5
27,25.3
28,27.9
29,24.7
30,28.3
31,25.9
32,26.2
33,24.8
34,25.4
35,25.2
36,26.6
37,25.8
38,25.8
39,25.8
40,26.6
41,28.4
42,25.6
43,25.8
44,25.6
45,26.1
46,25.3
47,25.8
48,25.2
49,24.7
50,25.7
51,27.6
52,26.8
53,26.7
54,25.9
55,26.7
56,25.0
57,26.2
58,26.6
59,25.6
60,24.5
61,26.5
62,25.7
63,25.9
64,25.0
65,25.8
66,24.3
67,26.2
68,26.0
69,25.5
70,25.0
71,26.6
72,25.7
73,24.8
74,24.8
75,25.8
76,27.2
77,25.2
78,25.7
79,12.7
80,5.2
81,5.1
82,7.6
83,2.9
84,5.7
85,6.7
86,6.8
