time,%CPUse
0,0.0
1,0.0
2,25.6
3,25.7
4,25.8
5,26.6
6,27.8
7,25.6
8,24.0
9,26.4
10,26.9
11,25.1
12,25.6
13,22.6
14,23.9
15,24.2
16,25.0
17,26.7
18,23.6
19,28.1
20,26.9
21,26.9
22,24.0
23,25.4
24,25.3
25,25.7
26,25.9
27,26.1
28,25.4
29,24.7
30,25.8
31,24.0
32,26.2
33,25.6
34,25.1
35,26.4
36,25.2
37,38.9
38,37.3
39,39.3
40,37.4
41,40.3
42,24.0
43,26.1
44,10.9
45,5.2
46,6.6
47,4.9
48,1.5
49,7.8
50,7.9
